15,0,15,2
81,46,81,1
34,7,34,0
63,9,63,1
3,0,3,2
51,3,51,0
82,86,82,1
73,24,73,1
1,1,1,2
4,0,4,2
3,0,3,2
2,0,2,2
86,71,86,1
33,1,33,0
70,44,70,1
2,0,2,2
5,16,5,0
1,0,1,2
4,1,4,2
24,0,24,0
64,25,64,1
84,46,84,1
16,2,16,0
8,0,8,2
2,0,2,2
18,0,18,0
7,0,7,2
17,5,17,0
46,14,46,0
75,62,75,1
36,23,36,0
50,12,50,0
72,53,72,1
1,0,1,2
30,5,30,0
9,0,9,2
70,49,70,1
5,0,5,2
3,0,3,2
37,2,37,0
80,43,80,1
6,0,6,2
8,0,8,2
27,2,27,0
44,18,44,0
5,1,5,2
95,71,95,1
12,0,12,2
0,0,0,2
67,70,67,1
